Id;Imei;Incio_Viaje;Hora_Incio_Viaje;Fin_Viaje;Tiempo_Pausas_hh;Direccion_Inicio;Direeccion_Fin;Latitud_Inicio;Longitud_Inicio;Latitud_Fin;Longitud_Fin;Kilometro_Total_Recorrido;Fin_Odometer;Inicio_Odometro;Puntaje_de_Conduccion;Frenado_Brusco;Acelerado_Brusco;Exceso_Velocidad;Exceso_Segmento;Marca;Modelo;Placa;Chasis;Alias;Grupo;Cliente;daily_ignition_on_move;Tiempo_Recorrido_hh;Tiempo_Detenido_hh;daily_ignition_on_stop;Unidad_Medida_Consumo Combustible;Consumo_Medio_Combustible;Codigo_Viaje;Empresa
94925;94925;2019-08-26 00:00:00.000;8;2019-08-26 00:00:00.000;0,23;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639109;-74,1769909;4,7639109;-74,1769909;0,58;53956,88;53956,3;0;0;0;0;0;CHEVROLET;NPR;EQP497;9GDNPR755JB004362;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-23 18:28:48.000;23,77;0,23;1899-12-30 05:31:12.000;KPG;0;0;Blutek
94925;94925;2019-08-27 00:00:00.000;8;2019-08-27 00:00:00.000;0,262222222222222;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,763911;-74,176991;4,763911;-74,176991;0,78;53957,66;53956,88;0;0;0;0;0;CHEVROLET;NPR;EQP497;9GDNPR755JB004362;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-23 17:42:24.000;23,7377777777778;0,262222222222222;1899-12-30 06:17:36.000;KPG;0;0;Blutek
94925;94925;2019-08-28 00:00:00.000;8;2019-08-28 00:00:00.000;1,32472222222222;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639111;-74,1769911;4,7639111;-74,1769911;9,82;53967,48;53957,66;0;0;0;0;0;CHEVROLET;NPR;EQP497;9GDNPR755JB004362;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-22 16:12:24.000;22,6752777777778;1,32472222222222;1900-01-01 07:47:36.000;KPG;0;0;Blutek
94925;94925;2019-08-29 00:00:00.000;8;2019-08-29 00:00:00.000;1,27055555555556;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639112;-74,1769912;4,7639112;-74,1769912;27,45;53994,93;53967,48;0;0;0;0;0;CHEVROLET;NPR;EQP497;9GDNPR755JB004362;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-22 17:30:24.000;22,7294444444444;1,27055555555556;1900-01-01 06:29:36.000;KPG;0;0;Blutek
94925;94925;2019-08-30 00:00:00.000;4;2019-08-30 00:00:00.000;8,88888888888889;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639113;-74,1769913;4,7639113;-74,1769913;113,71;54108,64;53994,93;0;0;1;0;0;CHEVROLET;NPR;EQP497;9GDNPR755JB004362;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-15 02:40:00.000;15,1111111111111;8,88888888888889;1900-01-08 21:20:00.000;KPG;0;0;Blutek
94925;94925;2019-08-31 00:00:00.000;0;2019-08-31 00:00:00.000;15,8433333333333;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639114;-74,1769914;4,7639114;-74,1769914;123,75;54232,39;54108,64;0;0;0;0;0;CHEVROLET;NPR;EQP497;9GDNPR755JB004362;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-08 03:45:36.000;8,15666666666667;15,8433333333333;1900-01-15 20:14:24.000;KPG;0;0;Blutek
99924;99924;2019-08-01 00:00:00.000;8;2019-08-01 00:00:00.000;1,92444444444444;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;136,09;32369,09;32233;0;0;0;1;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-22 01:48:48.000;22,0755555555556;1,92444444444444;1900-01-01 22:11:12.000;KPG;0;0;Blutek
99924;99924;2019-08-02 00:00:00.000;2;2019-08-02 00:00:00.000;12,0497222222222;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;91,77;32460,86;32369,09;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-11 22:48:24.000;11,9502777777778;12,0497222222222;1900-01-12 01:11:36.000;KPG;0;0;Blutek
99924;99924;2019-08-03 00:00:00.000;4;2019-08-03 00:00:00.000;11,0791666666667;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;80,38;32541,24;32460,86;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-12 22:06:00.000;12,9208333333333;11,0791666666667;1900-01-11 01:54:00.000;KPG;0;0;Blutek
99924;99924;2019-08-04 00:00:00.000;21;2019-08-04 00:00:00.000;23,9713888888889;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;0,11;32541,35;32541,24;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1899-12-30 00:41:12.000;0,0286111111111111;23,9713888888889;1900-01-23 23:18:48.000;KPG;0;0;Blutek
99924;99924;2019-08-05 00:00:00.000;2;2019-08-05 00:00:00.000;20,0413888888889;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;0,85;32542,2;32541,35;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-03 23:00:24.000;3,95861111111111;20,0413888888889;1900-01-20 00:59:36.000;KPG;0;0;Blutek
99924;99924;2019-08-06 00:00:00.000;6;2019-08-06 00:00:00.000;10,3422222222222;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;86,12;32628,32;32542,2;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-13 15:47:12.000;13,6577777777778;10,3422222222222;1900-01-10 08:12:48.000;KPG;0;0;Blutek
99924;99924;2019-08-07 00:00:00.000;0;2019-08-07 00:00:00.000;10,8313888888889;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;110,01;32738,33;32628,32;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-13 04:02:48.000;13,1686111111111;10,8313888888889;1900-01-10 19:57:12.000;KPG;0;0;Blutek
99924;99924;2019-08-08 00:00:00.000;0;2019-08-08 00:00:00.000;9,61555555555556;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;115,89;32854,22;32738,33;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-14 09:13:36.000;14,3844444444444;9,61555555555556;1900-01-09 14:46:24.000;KPG;0;0;Blutek
99924;99924;2019-08-09 00:00:00.000;15;2019-08-09 00:00:00.000;8,99861111111111;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;86,24;32940,46;32854,22;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-15 00:02:00.000;15,0013888888889;8,99861111111111;1900-01-08 23:58:00.000;KPG;0;0;Blutek
99924;99924;2019-08-10 00:00:00.000;4;2019-08-10 00:00:00.000;11,7344444444444;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;65,83;33006,29;32940,46;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-12 06:22:24.000;12,2655555555556;11,7344444444444;1900-01-11 17:37:36.000;KPG;0;0;Blutek
99924;99924;2019-08-11 00:00:00.000;19;2019-08-11 00:00:00.000;20,3275;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;11,92;33018,21;33006,29;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-03 16:08:24.000;3,6725;20,3275;1900-01-20 07:51:36.000;KPG;0;0;Blutek
99924;99924;2019-08-12 00:00:00.000;4;2019-08-12 00:00:00.000;4,54277777777778;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;119,6;33137,81;33018,21;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-19 10:58:24.000;19,4572222222222;4,54277777777778;1900-01-04 13:01:36.000;KPG;0;0;Blutek
99924;99924;2019-08-13 00:00:00.000;3;2019-08-13 00:00:00.000;22,3097222222222;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;11,73;33149,54;33137,81;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-01 16:34:00.000;1,69027777777778;22,3097222222222;1900-01-22 07:26:00.000;KPG;0;0;Blutek
99924;99924;2019-08-14 00:00:00.000;7;2019-08-14 00:00:00.000;9,61972222222222;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;111,23;33260,77;33149,54;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-14 09:07:36.000;14,3802777777778;9,61972222222222;1900-01-09 14:52:24.000;KPG;0;0;Blutek
99924;99924;2019-08-15 00:00:00.000;1;2019-08-15 00:00:00.000;8,53361111111111;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;158,51;33419,28;33260,77;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-15 11:11:36.000;15,4663888888889;8,53361111111111;1900-01-08 12:48:24.000;KPG;0;0;Blutek
99924;99924;2019-08-16 00:00:00.000;1;2019-08-16 00:00:00.000;10,7016666666667;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;135,69;33554,97;33419,28;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-13 07:09:36.000;13,2983333333333;10,7016666666667;1900-01-10 16:50:24.000;KPG;0;0;Blutek
99924;99924;2019-08-17 00:00:00.000;0;2019-08-17 00:00:00.000;11,6513888888889;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;113,3;33668,27;33554,97;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-12 08:22:00.000;12,3486111111111;11,6513888888889;1900-01-11 15:38:00.000;KPG;0;0;Blutek
99924;99924;2019-08-18 00:00:00.000;3;2019-08-18 00:00:00.000;23,9983333333333;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;0;33668,27;33668,27;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1899-12-30 00:02:24.000;0,00166666666666667;23,9983333333333;1900-01-23 23:57:36.000;KPG;0;0;Blutek
99924;99924;2019-08-19 00:00:00.000;21;2019-08-19 00:00:00.000;21,5075;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;2,33;33670,6;33668,27;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-02 11:49:12.000;2,4925;21,5075;1900-01-21 12:10:48.000;KPG;0;0;Blutek
99924;99924;2019-08-20 00:00:00.000;0;2019-08-20 00:00:00.000;0,651944444444444;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;84,1;33754,7;33670,6;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-23 08:21:12.000;23,3480555555556;0,651944444444444;1899-12-30 15:38:48.000;KPG;0;0;Blutek
99924;99924;2019-08-21 00:00:00.000;20;2019-08-21 00:00:00.000;8,085;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;76,91;33831,61;33754,7;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-15 21:57:36.000;15,915;8,085;1900-01-08 02:02:24.000;KPG;0;0;Blutek
99924;99924;2019-08-22 00:00:00.000;0;2019-08-22 00:00:00.000;10,9491666666667;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;66,47;33898,08;33831,61;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-13 01:13:12.000;13,0508333333333;10,9491666666667;1900-01-10 22:46:48.000;KPG;0;0;Blutek
99924;99924;2019-08-23 00:00:00.000;13;2019-08-23 00:00:00.000;7,36972222222222;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;88,13;33986,21;33898,08;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-16 15:07:36.000;16,6302777777778;7,36972222222222;1900-01-07 08:52:24.000;KPG;0;0;Blutek
99924;99924;2019-08-24 00:00:00.000;14;2019-08-24 00:00:00.000;8,50388888888889;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;68,71;34054,92;33986,21;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-15 11:54:24.000;15,4961111111111;8,50388888888889;1900-01-08 12:05:36.000;KPG;0;0;Blutek
99924;99924;2019-08-25 00:00:00.000;19;2019-08-25 00:00:00.000;19,9069444444444;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;FUNZA, CUNDINAMARCA. IN1:1 IN2:0 IN3:1 CSQ:3 DSleep:0 HDOP:8 BatExt:28,414V BatInt:4,009V Odom:43 T1:-4,8°C Zona:Cedi Bbi Colombia Sas;4,7639108;-74,1769908;4,7639108;-74,1769908;12;34066,92;34054,92;0;0;0;0;0;CHEVROLET;NPR;EQP498;9GDNPR757JB004363;BBI COLOMBIA;BBI COLOMBIA;BBI COLOMBIA;1900-01-04 02:14:00.000;4,09305555555556;19,9069444444444;1900-01-19 21:46:00.000;KPG;0;0;Blutek
